wavelength_nm,sigma_sca_m2,sigma_abs_m2
1.213026052104208247e+03,1.315046268292910544e-15,3.354133704464998042e-16
1.216432865731462925e+03,1.299150343524250448e-15,3.312883889318562025e-16
1.219839679358717376e+03,1.283494134003641975e-15,3.272021315735416197e-16
1.223246492985972054e+03,1.268073302381886333e-15,3.231540227140615488e-16
1.226653306613226505e+03,1.252883602790356527e-15,3.191434979009409773e-16
1.230060120240480956e+03,1.237920878641446080e-15,3.151700036187287638e-16
1.233466933867735406e+03,1.223181060488185482e-15,3.112329970284658224e-16
1.236873747494989857e+03,1.208660163941416873e-15,3.073319457147402754e-16
1.240280561122244308e+03,1.194354287642630774e-15,3.034663274396015051e-16
1.243687374749498986e+03,1.180259611291042504e-15,2.996356299035449137e-16
1.247094188376753436e+03,1.166372393723080340e-15,2.958393505130169146e-16
1.250501002004008114e+03,1.152688971042915718e-15,2.920769961545109054e-16
1.253907815631262565e+03,1.139205754802473767e-15,2.883480829747769631e-16
1.257314629258517016e+03,1.125919230229438520e-15,2.846521361670917154e-16
1.260721442885771467e+03,1.112825954501965801e-15,2.809886897634111438e-16
1.264128256513025917e+03,1.099922555068601974e-15,2.773572864321959359e-16
1.267535070140280368e+03,1.087205728012230805e-15,2.737574772816246112e-16
1.270941883767535046e+03,1.074672236456668303e-15,2.701888216682289796e-16
1.274348697394789497e+03,1.062318909014788729e-15,2.666508870106355530e-16
1.277755511022044175e+03,1.050142638276823735e-15,2.631432486082110077e-16
1.281162324649298625e+03,1.038140379337888999e-15,2.596654894646754995e-16
1.284569138276553076e+03,1.026309148363446976e-15,2.562172001163063105e-16
1.287975951903807527e+03,1.014646021191672962e-15,2.527979784646788269e-16
1.291382765531061978e+03,1.003148131971740361e-15,2.494074296138944589e-16
1.294789579158316428e+03,9.918126718369128587e-16,2.460451657118681375e-16
1.298196392785571106e+03,9.806368876115098909e-16,2.427108057960981189e-16
1.301603206412825557e+03,9.697275715390261376e-16,2.397494039996357332e-16
1.305010020040080235e+03,9.590918555298978203e-16,2.371997822627148586e-16
1.308416833667334686e+03,9.486026565362154867e-16,2.346716024573545073e-16
1.311823647294589136e+03,9.382575449483432517e-16,2.321645885177335359e-16
1.315230460921843587e+03,9.280541382184436386e-16,2.296784690635619511e-16
1.318637274549098038e+03,9.179900998194148837e-16,2.272129773022353858e-16
1.322044088176352716e+03,9.080631382297659887e-16,2.247678509335783203e-16
1.325450901803607167e+03,8.982710059435075374e-16,2.223428320566722139e-16
1.328857715430861617e+03,8.886114985045646486e-16,2.199376670792812569e-16
1.332264529058116295e+03,8.790824535649044680e-16,2.175521066291480923e-16
1.335671342685370746e+03,8.696817499657907942e-16,2.151859054678004330e-16
1.339078156312625197e+03,8.604073068415551614e-16,2.128388224061669806e-16
1.342484969939879647e+03,8.512570827452654189e-16,2.105106202223396127e-16
